DATE,YEAR,LOCATION,OPERATOR,AIRCRAFT_TYPE,TOTAL_FATALITIES,PASSENGER_FATALITIES,CREW_FATALITIES
11/09/1971,1971,"Off Livorno, Italy",Military - UK Royal Air Force,Lockheed C-130K Hercules,52,46,6
11/10/1971,1971,"Off Padang, Indonesia",Merpati Nusantara Airlines,Vickers Viscount 828,69,62,7
11/12/1971,1971,"Vinnitsa, Russia",Aeroflot,Antonov AN-24,48,43,5
11/21/1971,1971,"Near Penghu Island, Taiwan",China Airlines (Taiwan),Sud Aviation SE-210 Caravelle III,25,17,8
11/28/1971,1971,"Near Hue, South Vietnam",Military - U.S. Army Air Forces,Boeing Vertol CH-47C,34,29,5
12/01/1971,1971,"Saratov, Russia",Aeroflot,Antonov AN-24,57,53,4
12/04/1971,1971,"Raleigh, North Carolina",Eastern Air Lines,Douglas DC-9-31 /Cessna 206,2,1,1
12/06/1971,1971,"Tikaka, Sudan",Sudan Airways,Fokker F-27 Friendship 200,10,9,1
12/09/1971,1971,"Chinnamanur, India",Indian Airlines,HAL-748-224 Srs.2,21,17,4
12/21/1971,1971,"Sofia, Bulgaria",Balkan Bulgarian Airlines,Ilyushin IL-18B,28,26,2
12/24/1971,1971,"Near Puerto Inca, Huanuco, Peru",Lineas Aereas Nacionales SA (Peru),Lockheed 188A Electra,91,85,6
01/06/1972,1972,"Near Chetumal, Mexico",SAESA,Hawker Siddeley HS-748-230 Srs. 2A,23,18,5
01/07/1972,1972,"Sierra de Atalayasa, Spain",Iberia Airlines,Sud-Aviation Caravelle VI-R,104,98,6
01/21/1972,1972,"Near Funza, Colombia",Lineas Aereas la Urraca,Vickers Viscount 837,20,15,5
01/21/1972,1972,"Near Betania, Colombia",SATENA,Douglas C-47,39,36,3
01/26/1972,1972,"Near Srbská Kamenice, Czech Republic",JAT Yugoslav Airlines,McDonnell Douglas DC-9-32,27,23,4
02/01/1972,1972,"Near Tegal, Indonesia",Royal Air Laos/PENAS,Douglas DC-6,6,5,1
02/04/1972,1972,"Pha Khao, Laos",Air America,De Havilland Canada C-7A Caribou,1,0,1
02/05/1972,1972,"Near Valledupar, Colombia",TAC Colombia,Fairchild F-27,19,15,4
02/11/1972,1972,"Near Vientiane, Laos",Royal Air Lao,Douglas DC-4,23,17,6
03/03/1972,1972,"Albany, New York",Mohawk Airlines,Fairchild-Hiller FH-227-B,16,14,2
03/14/1972,1972,"Near Al Fujayrah, United Arab Emirates",Sterling Airways,Aerospatiale Caravelle Super 10B,112,106,6
03/19/1972,1972,"Shamsam Mountains, South Yemen",Egyptair,McDonnell Douglas DC-9-32,22,13,9
04/12/1972,1972," Near Rio de Janeiro, Brazil",VASP,NAMC YS-11A-211,25,21,4
04/16/1972,1972,"Near Ardinello di Amaseno, Italy",Aero Transporti Italiani,Fokker F-27 Friendship 200,18,15,3
04/17/1972,1972,"New York, New York",Helaire Helicopter,Bell 47J-2,3,2,1
04/18/1972,1972,"Addis Ababa, Ethiopia",East African Airways,BAC Super VC-10 1154,43,35,8
04/20/1972,1972,"Near Moyobamba, Peru",SATCO,Douglas C-47D,6,2,4
04/24/1972,1972,"Nyot Mo, Laos",Air America,Pilatus PC6CH2,4,4,0
05/04/1972,1972,"Bratsk, USSR",Aeroflot,Yakovlev YAK-40,18,14,4
05/05/1972,1972,"Near Carini, Sicily, Italy",Alitalia,McDonnell Douglas DC-8-43,115,108,7
05/08/1972,1972, Venezuela,Aerotechnia,Douglas C-47B,7,5,2
05/10/1972,1972,"Near Gia Dinh, South Vietnam",Military - U.S. Army Air Forces,Boeing Vertol CH47A (helicopter),34,32,2
05/16/1972,1972,"Svetlogorsk, Russia",Military - Russian Navy,Antonov AN-26,9,0,9
05/18/1972,1972,"Near Kharkov, Ukraine, USSR",Aeroflot,Antonov AN-10A,122,115,7
05/21/1972,1972,"Lobito, Angola",DTA Angola Airlines,Fokker F-27 Friendship 200,22,17,5
05/27/1972,1972,"Near Helgoland, Germany",General Air,De Havilland Canada DHC-6 Twin Otter,8,6,2
05/29/1972,1972,"Dulac, Louisiana",Petroleum Helicopters Inc,Bell 205A,11,10,1
05/29/1972,1972,"Cruzeiro do Sul Acre, Brazil",Amazonese Importacao e Exportacao,Lockheed 049 Constellation,9,6,3
05/30/1972,1972,"Dallas/Ft. Worth, Texas",Delta Air Lines,McDonnell Douglas DC-9-14,4,0,4
06/05/1972,1972,"Near Pleiku, Vietnam",Air America,Curtiss C-46A,32,29,3
06/13/1972,1972,"Santiago, Chile",Aerolineas Flecha Austral,Curtiss C-46D,3,0,3
06/14/1972,1972,"Near New Delhi, India",Japan Air Lines,McDonnell Douglas DC-8-53,82,72,10
06/15/1972,1972,"Near Pleiku, South Vietnam",Cathay Pacific Airways,Convair CV-880-22M-21,81,71,10
06/18/1972,1972,"London Heathrow,  Staines, Surrey, England",British European Airways,Hawker Siddeley Trident 1C,118,112,6
06/24/1972,1972,"Ponce, Puerto Rico",Prinair,De Havilland DH-114 Heron 2B,5,3,2
06/29/1972,1972,"Appleton, Wisconsin",North Central Airlines / Air Wisconsin,Convair CV-580/De Hav. Twin Otter 100,13,8,5
07/05/1972,1972,"San Francisco, California",Pacific Southwest Airlines,Boeing 737-200,3,3,0
07/06/1972,1972,"Off Las Palmas, Canary Islands, Spain",Aviaco,McDonnell Douglas DC-8-52,10,0,10
07/11/1972,1972,"Near Grytoya, Norway",Military - Royal Norwegian Air Force,De Havilland Canada DHC-6 Twin Otter 100,19,17,2
07/11/1972,1972,"Near Quang Tri, South Vietnam",Military - U.S. Marine Corps,Sikorsky CH-53D (helicopter),52,50,2
07/20/1972,1972,"Corfu Island, Greece",Charter,Sud-Aviation SE210 Caravelle,1,1,0
07/29/1972,1972,"Villavicencio, Colombia",Avianca  / Avianca ,Douglas DC-3 / Douglas DC-3,38,32,6
08/12/1972,1972,"Near Delhi, India",Indian Airlines,Fokker F-27 Friendship 100,18,14,4
08/12/1972,1972,"Near Soc Trang, South Vietnam",Military - U.S. Air Force,Lockheed C-130E,30,23,7
08/14/1972,1972,"Near Konigs Wusterausen, East Germany",Interflug,Ilyushin IL-62,156,148,8
08/16/1972,1972,"Near Sandoway, Burma",Burma Airways,Douglas DC-3 (C-47A-DK),26,22,4
08/27/1972,1972,"Canaima, Venezuela",Lineas Areas Venezolanas,Douglas C-47-DL,34,31,3
08/28/1972,1972,"Papua, New Guinea",Military - Royal Australian Air Force,De Havilland Canada DHC-4 Caribou,25,22,3
08/31/1972,1972,"Near Magnitogorsk, Russia",Aeroflot,Ilyushin IL-18,102,93,9
09/01/1972,1972,"Mt. Giluwe, Papua, New Guinea",Ansett Airlines of Papua New Guinea,Shorts SC-7 Skyvan 3-300,4,3,1
09/07/1972,1972,"Trinidad, Bolivia",Servicios Aereas Virgen de Copacabana,Curtiss C-46A-40-CU,1,0,1
09/10/1972,1972,"Gondar, Ethiopia",Ethiopian Airlines,Douglas DC-3,11,8,3
09/13/1972,1972,"Near Dhulikhel, Nepal",Military - Royal Nepalese Air Force,Douglas C-47,31,27,4
09/24/1972,1972,"Sacramento, California",Private,F-86 Sabre Jet,0,0,0
09/24/1972,1972,"Near Ben Cat, South Vietnam",Air Vietnam (South Vietnam),Douglas C-54D-1-DC,10,6,4
10/01/1972,1972,"Near Adler, USSR",Aeroflot,Ilyushin IL-18B,108,100,8
10/02/1972,1972,"Kampot, Cambodia",Cambodia Air,Douglas DC-3,9,7,2
10/13/1972,1972,"Near San Fernando, Chile",Uruguayan Air Force - TAMU,Fairchild-Hiller FH-227D/LCD,29,24,5
10/13/1972,1972,"Near Moscow, USSR",Aeroflot,Ilyushin IL-62,174,164,10
10/16/1972,1972,Off the Alaska coast,Private,Cessna 310C,4,3,1
10/21/1972,1972,"Off Athens, Greece",Olympic Airways,NAMC YS-11A-202,37,36,1
10/23/1972,1972,"Tanna, Vanuatu",Air Melanesie,Britten-Norman BN-2A-6 Islander,1,1,0
10/27/1972,1972,"Near Noiretable, Loire, France",Air Inter,Vickers Viscount 724,60,55,5
10/30/1972,1972,"Poggiorsini, Italy",Aero Transporti Italiani,Fokker F-27 Friendship 200,27,24,3
11/04/1972,1972,"Near Plovdiv, Bulgaria",Balkan Bulgarian Airlines,Ilyushin IL-14P,35,31,4
11/17/1972,1972,"Elkton, Kentucky",Metro Air Systems,Beech G18S,11,10,1
11/28/1972,1972,"Near Moscow, Russia",Japan Air Lines,McDonnell Douglas DC-8-62,62,53,9
12/03/1972,1972,"Tenerife,  Canary Islands",Spantax,Convair CV-990-30A-5 Coronado,155,148,7
12/08/1972,1972,"Near Rawalpindi, Pakistan",Pakistan International Airlines,Fokker F-27 Friendship 400,26,22,4
12/08/1972,1972,"Midway Airport, Chicago, Illinois",United Air Lines,Boeing B-737-222,43,40,3
12/20/1972,1972,"Chicago, Illinois",Delta Air Lines/ North Central Airlines,Convair CV-880 / McDonnell DC-9-31,10,10,0
12/21/1972,1972,"Off St. Maarten off, Netherlands Antilles",Air Guadeloupe,De Havilland Canada DHC-6 Twin Otter 300,13,11,2
12/23/1972,1972,"Skaugum, Norway",Braathens,Fokker F-28 Fellowship 1000,40,37,3
12/29/1972,1972,"Everglades National Park, Florida",Eastern Air Lines,Lockheed L-1011 TriStar 1,103,97,6
12/31/1972,1972,"San Juan, Puerto Rico",American Express Leasing,Douglas DC-7CF,5,2,3
01/02/1973,1973,"Edmonton, Alberta, Canada",Pacific Western Airlines,Boeing 707-321C,5,0,5
01/19/1973,1973,"Near Glasgow, Scotland",British European Airways,Vickers 802 Viscount,4,2,2
01/21/1973,1973,"Perm, Russia",Aeroflot,Antonov An-24B,39,34,5
01/22/1973,1973,"Kano, Nigeria",Alia Royal Jordanian Airlines,Boeing B-707-3D3C,176,170,6
01/27/1973,1973,"Near Tegucigalpa, Honduras",TAN,Douglas DC-6A,3,0,3
01/29/1973,1973,"Near Kyrenia, Cyprus",Egyptair,Ilyushin IL-18D,37,30,7
02/19/1973,1973,"Prague, Czechoslovakia",Aeroflot,Tupolev TU-154,66,62,4
02/19/1973,1973,"Morgan City, Louisiana",Petrolium Helo Inc.,Bell 206B,5,4,1
02/21/1973,1973,"Cerro Horqueta, Panama",Aerovias Urraca,Douglas DC-3,22,19,3
02/21/1973,1973,"Near Isma'iliya, Egypt",Libya Arab Airlines,Boeing B-727-224,108,100,8
02/24/1973,1973,"Near Leningrad, Russia",Aeroflot,Ilyushin IL-18,79,71,8
02/28/1973,1973,"Semipalatinsk, Kazakhstan",Aeroflot,Yakovlev YAK-40,32,29,3
02/28/1973,1973,"Near Nabire, Indonesia",Merpati Nusantara Airlines,De Havilland Canada DHC-6 Twin Otter 100,13,10,3
03/03/1973,1973,"Moscow, USSR",Balkan Bulgarian Airlines,Ilyushin IL-18V,25,17,8
03/05/1973,1973,"Near Nantes, France",Lineas Aereas de Espana/Spantax SA Transportes,McDonnell Douglas DC-9-32/Convair CV-990A,68,61,7
03/15/1973,1973,"Hyderabad, India",Indian Airlines,HAL-748-224,3,0,3
03/19/1973,1973,"Ben Me Thuot, South Vietnam",Air Vietnam (South Vietnam),Douglas C-54D,62,57,5
04/10/1973,1973,"Near Basel,  Switzerland",Invicta International Airlines (UK),Vickers Vanguard 952,108,104,4
04/12/1973,1973,"Moffett AFB, California",Military - U.S. Navy / NASA,Lockheed P-3C / Convair CV-990-30A-5,16,0,16
04/18/1973,1973,"Bamiyan, Afghanistan",Bakhtar Afghan Airlines,De Havilland Canada DHC-6 Twin Otter 100,4,2,2
05/11/1973,1973,"Near Semipalatinsk, USSR",Aeroflot,Ilyushin IL-18B,61,55,8
05/18/1973,1973,"Chita, Siberia, USSR",Aeroflot,Tupolev TU-104A,81,72,9
05/19/1973,1973,"Svay Rieng, Cambodia",Cambodia Air,Douglas C-47A,11,9,2
05/29/1973,1973,"Near Rimouski, Prov. Quebec, Canada",Air Gaspe,Douglas DC-3,4,1,3
05/31/1973,1973,"Near New Delhi, India",Indian Airlines,Boeing B-737-2A8,48,43,5
06/01/1973,1973,"Sao Luis, Brazil",Cruzeiro do Sul,Sud Aviation SE-210 Caravelle VIN,23,16,7
06/03/1973,1973,"Goussainville, France",Aeroflot,Tupolev TU-144,6,0,6
06/09/1973,1973,"Rio de Janeiro, Brazil",Varig,Boeing 707-327C,2,0,2
06/20/1973,1973,"Near Puerto Vallarta, Mexico",Aeromexico,McDonnell Douglas DC-9-15,27,22,5
06/30/1973,1973,"Amman, Jordan",Aeroflot,Tupolev TU-134A,2,0,2
07/04/1973,1973,"Near Shakhtyorsk, Russia",Aeroflot,Ilyushin IL-14,18,13,5
07/09/1973,1973,"Nnear Kuybyshev, Russia",Aeroflot,Tupolev TU-124V,2,2,0
07/11/1973,1973,"Paris, Orly Airport, France",Varig,Boeing B-707-345C,123,116,7
07/22/1973,1973,"Off Papeete, Tahiti",Pan American World Airways,Boeing B-707-321B,78,68,10
07/23/1973,1973,"St. Louis, Missouri",Ozark Air Lines,Fairchild-Hiller FH-227B,38,37,1
07/24/1973,1973,"Honolulu, HI",Air Hawaii,Volpar C45G,5,4,1
07/31/1973,1973,"Logan Airport, Boston, Massachusetts",Delta Air Lines,McDonnell Douglas DC-9-31,89,83,6
08/13/1973,1973,"Near La  Coruña, Spain",Aviaco Condor,Sud-Aviation Caravelle 10-R,85,79,6
08/15/1973,1973,"Don Don, Haiti",Private,Norman BN-2A-6,10,9,1
08/18/1973,1973,"Baku, Azerbaijan, USSR",Aeroflot,Antonov AN-24V,56,54,2
08/22/1973,1973,"El Yopal, Colombia",Avianca,Douglas DC-3,16,13,3
08/27/1973,1973,"Bogota, Colombia",Aerocondor Colombia,Lockheed L-188A Electra,42,36,6
08/28/1973,1973,"Near Huete, Spain",Military - U.S. Air Force,Lockheed C-141A,24,17,7
08/28/1973,1973,"Thirty-five miles west of Los Angeles, California",Trans World Airlines,Boeing B-707-331B,1,1,0
09/08/1973,1973,"King Cove, Alaska",World Airways,McDonnell Douglas DC-8-63F,6,3,3
09/11/1973,1973,"Moganik, Yugoslavia",JAT Yugoslav Airlines,Aerospatiale Caravelle 6N,41,35,6
09/20/1973,1973,"Natchitoches, Louisiana",Private Charter,Beechcraft E18S,6,5,1
09/27/1973,1973,"Rich Mountain, Arkansas",Texas International Airlines,Convair 600,11,8,3
09/30/1973,1973,"Miritituba, Brazil",Aeronorte,Douglas DC-3A,9,5,4
09/30/1973,1973,"Near Sverdlovsk, Russia",Aeroflot,Tupolev TU-104B,108,100,8
10/02/1973,1973,"Magadan, Russia",Aeroflot,Antonov AN-12V,10,8,2
10/13/1973,1973,"Near  Domodedovo, Russia",Aeroflot,Tupolev TU-104B,122,114,8
10/23/1973,1973,"Guanabara Bay, Brazil",VASP,NAMC YS-11A-211,8,8,0
11/02/1973,1973,"Villavicencio, Colombia",Lineas Aereas La Urraca,Handley Page HPR-7 Herald 101,6,3,3
11/03/1973,1973,"Boston,: Massachusetts",Pan American World Airways,Boeing B-707-321C,3,0,3
11/03/1973,1973,"Near Albuquerque,  New Mexico",National Airlines,McDonnell Douglas DC-10-10,1,1,0
11/17/1973,1973,"Near Quang-Ngai, South Vietnam",Air Vietnam (South Vietnam),Douglas DC-3,27,24,3
12/07/1973,1973,"Moscow, USSR",Aeroflot,Tupolev TU-104B,13,11,5
12/16/1973,1973,"Near Karacharovo, USSR",Aeroflot,Tupolev TU-124,51,45,6
12/17/1973,1973,"Rome, Italy",Pan American World Airways,Boeing B-707-321B,30,29,1
12/22/1973,1973,"Near Tetouan, Morocco",Royal Air Maroc,Sud-Aviation Caravelle VI-N,106,99,7
12/23/1973,1973,"Lvov, Ukraine, USSR",Aeroflot,Tupolev TU-124,17,11,6
12/28/1973,1973,"Durban, South Africa",Executive Funds,Douglas DC-3,1,1,0
01/01/1974,1974,"Near Turin, Italy",Itavia,Fokker F-28 Fellowship 1000,38,35,3
01/06/1974,1974,"Johnstown, Pennsylvania",Air East,Beechcraft 99A,12,11,1
01/06/1974,1974,"Unduavi, Bolivia",Servicios Aereos Boliviano,Curtiss C-46F,4,1,3
01/06/1974,1974,"Mukachevo, Ukraine",Aeroflot,Antonov AN-24V,24,18,6
01/09/1974,1974,"Near Nevia, Colombia",SATENA,Hawker Siddeley HS 748-260,31,28,3
01/10/1974,1974,"La Paz, Bolivia",TAM (Bolivia),Douglas C-54,24,21,3
01/17/1974,1974,"Cigorodo, Colombia",Cessnyca,Douglas DC-3A,14,11,3
01/26/1974,1974,"Izmir, Turkey",Turkish Airlines (THY),Fokker F-28 Fellowship 1000,66,62,4
01/30/1974,1974,"Pago Pago, American Samoa",Pan American World Airways,Boeing B-707-321B,97,87,10
02/02/1974,1974,"Near Honolulu, HI",Pan American World Airways,Boeing B-747,1,1,0
02/09/1974,1974,"Near Souda, Crete",Military - West German Air Force,Transall C-160D,35,30,5
02/22/1974,1974,"Baltimore, Maryland",Delta Air Lines,McDonnell Dougals DC-9,1,0,1
02/23/1974,1974,"San Francisco de Moxos,  Bolivia",SAVCO,Curtiss C-46A-45-CU,7,4,3
03/03/1974,1974,"Near Ermenonville, France",Turkish Airlines (THY),McDonnell Douglas DC-10-10,346,335,11
03/08/1974,1974,"Hanoi, Vietnam",Pathet Lao Airlines,Antonov An-24,18,15,3
03/13/1974,1974,"Bishop, California",Sierra Pacific Airlines,Convair CV-440,36,32,4
03/15/1974,1974,"Tehran, Iran",Sterling Airways,Aerospatiale Caravelle 10B3,15,15,0
04/04/1974,1974,"Francistown, Botswana",Wenela Air Services,Douglas DC-4,78,75,3
04/22/1974,1974,"Grogak, Bali, Indonesia",Pan American World Airways,Boeing B-707-321C,107,96,11
04/27/1974,1974,"Near Leningrad, USSR",Aeroflot,Ilyushin IL-18B,109,102,7
04/30/1974,1974,"Galveston, Texas",Houston Metro Airlines,Beechcraft 99,6,5,1
05/02/1974,1974,"Banos, Ecuador",Aero Taxis Equatorianos,Douglas C-47,22,19,3
05/06/1974,1974,"Nurnberg, Germany",Fragtflug,Douglas DC-6A,3,0,3
05/23/1974,1974,"Springfield, Illinois",Saturn Airways,Lockheed L-100-30 Hercules,3,1,2
05/23/1974,1974,"Kiev, Ukraine, USSR",Aeroflot,Yakovlev YAK-40,29,25,4
05/31/1974,1974,"Rankin Inlet, Canada",Lambair,Bristol 170 Freighter 31E,2,0,2
06/08/1974,1974,"Monte San Isidro,  Colombia",Aerolineas TAO,Vickers Viscount 785D,44,38,6
06/27/1974,1974,"Battambang, Khmer Republic",Cambodia Air,Boeing 307B-1 Stratoliner,19,17,2
06/30/1974,1974,"Umiat, Alaska",Alaska Helicopter - Air Taxi,Fairchild Hiller FH1100,5,4,1
07/24/1974,1974,"Bogota, Colombia",Aeronorte Colombia,Douglas DC-4,3,0,3
07/27/1974,1974,"Near Moc Hoa, Vietnam",Air Amercia,Fairchild C-123K,5,1,4
08/05/1974,1974,"Mt. Apica, PQ, Canada",Laurentian Air Services,Douglas DC-3,5,2,3
08/11/1974,1974,"Near Ouagadougou, Upper Volta",Air  Mali,Ilyushin IL-18B,47,39,8
08/12/1974,1974,"Cali, Colombia",Avianca,Douglas C-47-DL,27,24,3
08/14/1974,1974,"Margarita Island, Venezuela",Linea Aeropostal Venezolana,Vickers Viscount 749,49,45,4
08/18/1974,1974,"Near Kisangani, Zaire",Military - Zairean Air Force,Lockheed C-130H,31,24,7
09/07/1974,1974,"Tandjung-karang, Indonesia",Garuda Indonesia Airlines,Fokker F-27 Friendship 600,36,33,3
09/08/1974,1974,"Ionian Sea , off Kefallinia, Greece",Trans World Airlines,Boeing B-707-331B,88,79,9
09/11/1974,1974,"Near Charlotte, North Carolina",Eastern Air Lines,McDonnell Douglas DC-9-31,70,68,2
09/15/1974,1974,"Phan Rang, South Vietnam",Air Vietnam (South Vietnam),Boeing B-727-121C,75,67,8
10/19/1974,1974,"Calapan, Philippines",Mabuhay Airways,Douglas DC-3,1,0,1
10/27/1974,1974,"Old Man's Camp, Alaska",Alaska International Air,Lockheed L-100 Hercules,4,0,4
10/28/1974,1974,"Pagosa Springs, Colorado",Hlavka Aviation - Air Taxi,Beechcraft 95-B55,2,1,1
11/01/1974,1974,"Near Surgut, Russia",Aeroflot,Antonov An-2 / Mil Mi-8T,38,32,6
11/15/1974,1974,"Manila, Philippines",Orient Air System and Integrated Services,Douglas C-47A-30,1,1,0
11/20/1974,1974,"Near Nairobi, Kenya",Deutsche Lufthansa,Boeing B-747-130,59,55,4
11/20/1974,1974,"Soddu, Ethiopia",Ethiopian Airlines,Douglas DC-3,2,0,2
11/22/1974,1974,"Barcelona, Spain",Alpa Servicios Aereos,Cessna 500 Citation I,4,0,4
12/01/1974,1974,"Near Berryville, Virginia",Trans World Airlines,Boeing B-727-231,92,85,7
12/01/1974,1974,"Bear Mountain,  Thiells, New York",Northwest Orient Airlines,Boeing B-727-251,3,0,3
12/04/1974,1974,"Irkutsk, Russia",Aeroflot,Antonov An-2 / Antonov An-12,13,11,2
12/04/1974,1974,"Near Maskeliya, Sri Lanka",Martinair Holland NV,McDonnell Douglas DC-8-55F,191,182,9
12/11/1974,1974,"Near Old Harbors, Alaska",Kodiak Airways,Grumman G-21,5,4,1
12/12/1974,1974,"Near Moc Hoa, South Vietnam",Military - Vietnamese Air Force,Boeing Vertol CH-47 (helicopter),54,53,1
12/14/1974,1974,"Bukhara, Uzbekistan",Aeroflot,Yakovlev 40,7,7,0
12/22/1974,1974,"Maturin, Venezuela",Aerovias Venezolanas SA (Venezuela),McDonnell Douglas DC-9-14,77,71,6
12/29/1974,1974,"Near Sibiu, Romania",Tarom,Antonov AN-24RV,33,28,5
12/29/1974,1974,"Tikal, Guatemala",Edwin Ortiz,Lockheed 18 Lodestar,24,213,3
01/03/1975,1975,"Near Nha Trang, Vietnam",Air America,Fairchild C-123K,9,6,3
01/08/1975,1975,"Near Doncello, Colombia",SATENA,Douglas DC-3,21,17,4
01/09/1975,1975,"Whittier, California",Golden West Airlines / Private,De Havilland Canada DHC-6 Tw Otter 100 / Cessna,14,10,4
01/15/1975,1975,"Budapest, Hunary",Malev Hungarian Airlines,Ilyushin IL-18V,9,0,9
01/16/1975,1975,"Xam Neua, Laos",Aeroflot,Antonov AN-12,16,14,2
01/30/1975,1975,"Istanbul, Turkey",Turkish Airlines (THY),Fokker F-28 Fellowship 1000,42,38,4
01/30/1975,1975,"Santo Domingo, Dominican Republic",Linea Aerea Nacional,Douglas DC-3-313,2,1,1
02/01/1975,1975,"Houston, Texas",Horizon Properties,Douglas DC-3C,5,3,2
02/03/1975,1975,"Manila, Philippines",Philippine Air Lines,Hawker Siddeley HS-748 2,33,29,4
02/09/1975,1975,"Souda, Crete",Military - Deutsche Luftwaffe,Transall C-160,40,35,5
02/16/1975,1975,"Fairbanks, Alaska",Pacific Alaska Airlines,Douglas DC-6BF,3,0,3
02/22/1975,1975,"Medellin, Colombia",Aerocondor,Canadair CL-44,5,0,5
02/27/1975,1975,"Near Sao Paulo, Brazil",VASP,Embraer 110C Bandeirante,15,13,2
03/12/1975,1975,"Pleiku, South Vietnam",Air Vietnam (South Vietnam),Douglas DC-4,26,20,6
03/16/1975,1975,"Near Barito, Argentina",Military - Fuerza Aerea Argentina,Fokker F-27 Friendship 400M,55,50,5
03/18/1975,1975,"Singa, Sudan",Sudan Airways,De Havilland Canada DHC-6 Twin Otter 100,5,3,2
03/18/1975,1975,"Near Terney, Russia",Aeroflot,Antonov An-2,7,6,1
03/20/1975,1975,"Near Quilcene, Washington",Military - U.S. Air Force,Lockheed C-141A (L.300),16,12,4
04/04/1975,1975,"Saigon, South Vietnam",Military - U.S. Air Force,Lockheed C-5A Galaxy,155,150,5
05/13/1975,1975,"Near Sakon Nakhon, Thailand",Military - U.S. Air Force,Sikorsky CH-53C (helicopter),23,19,4
06/03/1975,1975,"Manila, Philippines",Philippine Air Lines,BAC One-Eleven 524FF,1,1,0
06/17/1975,1975,"Pedro Alfonso, Brazil",Varig,Hawker Siddeley HS-748-235 Srs. 2A,1,0,1
06/24/1975,1975,"JFK Airport, New York, New York",Eastern Air Lines,Boeing B-727-225,113,107,6
06/26/1975,1975,"Toledo, Ohio",Hamilton Aviation,Beechcraft E18S,2,1,1
07/10/1975,1975,"Bogota, Colombia",Aerovias Condor,Lockheed L-188AF Electra,2,0,2
07/15/1975,1975,"Near Batumi, Georgia, USSR",Aeroflot,Yakovlev YAK-40,40,35,5
07/31/1975,1975,"Taipei, Taiwan",Far Eastern Air Transport,Vickers 837 Viscount,27,27,0
08/03/1975,1975,"Near Immouzer, Morocco",Alia Royal Jordanian Airlines,Boeing B-707-321C,188,181,7
08/03/1975,1975,"Off Amapala, Honduras",Military - Nicaraguan Air Force,Douglas DC-47,20,17,3
08/07/1975,1975,"Denver, Colorado",Continental Airlines,Boeing B-727-224,0,0,0
08/09/1975,1975,"Bagdarin, Russia",Aeroflot,Ilyushin IL-14M,11,6,5
08/15/1975,1975,"Krasnovodsk, USSR",Aeroflot,Yakovlev YAK-40,23,21,2
08/20/1975,1975,"Near Damascus, Syria",Ceskoslovenske Aerolinie,Ilyushin IL-62,126,115,11
08/30/1975,1975,"Near Gambell, Alaska",Wien Alaska Airlines Inc.,Fairchild F-27B,10,7,3
09/01/1975,1975,"Leipzig-Halle, East Germany",Interflug,Tupolev TU-134,27,24,3
09/11/1975,1975,"Near Bahar Dar, Ethiopia",Ethiopian Airlines,Douglas C-47-DL,1,1,0
09/24/1975,1975,"Near Palembang, Indonesia",Garuda Indonesia Airlines,Fokker F-28 Fellowship 1000,25,21,4
09/30/1975,1975,"Off Beirut, Lebanon",Malev Hungarian Airlines,Tupolev TU-154B,60,50,10
09/30/1975,1975,"Barranquilla, Colombia",Avianca,Boeing 727-24C,4,0,4
10/22/1975,1975,"Novgorod, Russia",Aeroflot,Yakovlev Yak-40,6,2,4
10/23/1975,1975,"Cairns Airport, Queensland, Australia",Connair,De Havilland DH114 Heron 2E,11,8,3
10/27/1975,1975,"Tomonoco, Bolivia",TAM (Bolivia),Convair CV-440-12,67,63,4
